"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"08449013025","2018-04-04T00:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","54","59",,,,,"82",,,,,,"240",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 032300Z 24008KT CAVOK 15/12 Q1015 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T01:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","55","59",,,,,"88",,"FEW:02 37",,"6.21",,"250",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET063METAR LERT 040000Z 25008KT 9999 3000W FEW037 15/13 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T02:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","54","59",,,,,"82",,"SCT:04 34",,"6.21",,"240",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET063METAR LERT 040100Z 24007KT 9999 3000W SCT034 15/12 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T03:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","55","59",,,,,"88",,"FEW:02 26 BKN:07 59",,"6.21",,"240",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET070METAR LERT 040200Z 24008KT 9999 3000W FEW026 BKN059 15/13 Q1015 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T04:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","54","59",,,,,"82",,"FEW:02 20 SCT:04 30",,"6.21",,"270",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET070METAR LERT 040300Z 27010KT 9999 3000W FEW020 SCT030 15/12 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T05:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","52","57",,,,,"82",,,,"6.21",,"290",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET060METAR LERT 040400Z 29006KT 9999 3000W NSC 14/11 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T06:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","52","57",,,,,"82",,,,"6.21",,"270",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET060METAR LERT 040500Z 27007KT 9999 3000W NSC 14/11 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T07:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","52","57",,,,,"82",,"FEW:02 30 SCT:04 55",,"6.21",,"270",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET064METAR LERT 040600Z 27006KT 9999 FEW030 SCT055 14/11 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T08:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","52","59",,,,,"77",,"SCT:04 25",,"6.21",,"280",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 040700Z 28009KT 9999 SCT025 15/11 Q1018 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T09:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","52","61",,,,,"72",,,,,,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 040800Z 29009KT 260V320 CAVOK 16/11 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T10:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","52","61",,,,,"72",,,,,,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 040900Z 29009KT 260V320 CAVOK 16/11 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T11:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","54","63",,,,,"73",,"FEW:02 25",,"6.21",,"VRB",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 041000Z 28010KT 250V320 9999 FEW025 17/12 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T12:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","54","63",,,,,"73",,"FEW:02 25",,"6.21",,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 041100Z 27009KT 240V310 9999 FEW025 17/12 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T13:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","54","63",,,,,"73",,"SCT:04 25",,"6.21",,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 041200Z 27009KT 240V310 9999 SCT025 17/12 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T14:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","54","63",,,,,"73",,"FEW:02 20",,"6.21",,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 041300Z 26009KT 230V290 9999 FEW020 17/12 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T15:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","52","63",,,,,"68",,"FEW:02 20",,"6.21",,"270",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 041400Z 27009KT 9999 FEW020 17/11 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T16:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","54","64",,,,,"68",,,,,,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 041500Z 25009KT 220V290 CAVOK 18/12 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T17:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","54","63",,,,,"73",,,,,,"VRB",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 041600Z 26010KT 230V290 CAVOK 17/12 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T18:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","54","63",,,,,"73",,"FEW:02 20",,"6.21",,"250",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 041700Z 25011KT 9999 FEW020 17/12 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T19:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","54","61",,,,,"77",,,,,,"260",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 041800Z 26008KT CAVOK 16/12 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T20:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","54","59",,,,,"82",,,,,,"280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 041900Z 28008KT CAVOK 15/12 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T21:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","54","59",,,,,"82",,,,,,"270",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 042000Z 27007KT CAVOK 15/12 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T22:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","54","57",,,,,"88",,,,,,"VRB",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 042100Z VRB02KT CAVOK 14/12 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-04T23:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","52","55",,,,,"88",,,,,,"280",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 042200Z 28003KT CAVOK 13/11 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T00:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","50","54",,,,,"88",,,,,,"080",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 042300Z 08004KT CAVOK 12/10 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T01:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","52","52",,,,,"100",,,,,,"080",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050000Z 08004KT CAVOK 11/11 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T02:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","50","52",,,,,"94",,,,,,"070",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050100Z 07005KT CAVOK 11/10 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T03:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","50","52",,,,,"94",,,,,,"050",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050200Z 05005KT CAVOK 11/10 Q1018 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T04:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","48","52",,,,,"88",,,,,,"040",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050300Z 04006KT CAVOK 11/09 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T05:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","48","52",,,,,"88",,,,,,"040",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050400Z 04007KT CAVOK 11/09 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T06:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","46","50",,,,,"88",,,,,,"040",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050500Z 04006KT CAVOK 10/08 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T07:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","46","50",,,,,"88",,,,,,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 050600Z 03007KT 360V060 CAVOK 10/08 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T08:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","48","50",,,,,"94",,,,,,"VRB",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 050700Z 03008KT 360V060 CAVOK 10/09 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T09:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","50","55",,,,,"82",,,,,,"030",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 050800Z 03008KT CAVOK 13/10 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T10:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","52","57",,,,,"82",,,,,,"VRB",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 050900Z 01008KT 340V040 CAVOK 14/11 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T11:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","52","63",,,,,"68",,,,,,"VRB",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 051000Z 03008KT 350V060 CAVOK 17/11 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T12:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","52","68",,,,,"56",,,,,,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 051100Z 06007KT 020V090 CAVOK 20/11 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T13:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","48","72",,,,,"44",,,,,,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 051200Z 06007KT 020V110 CAVOK 22/09 Q1015 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T14:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","46","73",,,,,"38",,,,,,"VRB",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 051300Z 12011KT 080V150 CAVOK 23/08 Q1014 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T15:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","46","75",,,,,"36",,,,,,"VRB",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 051400Z 13013KT 080V160 CAVOK 24/08 Q1014 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T16:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","45","73",,,,,"36",,,,,,"VRB",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 051500Z 13010KT 090V160 CAVOK 23/07 Q1013 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T17:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","45","73",,,,,"36",,,,,,"130",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 051600Z 13011KT CAVOK 23/07 Q1013 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T18:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","43","72",,,,,"36",,"FEW:02 55",,"6.21",,"130",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 051700Z 13012KT 9999 FEW055 22/06 Q1012 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T19:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","43","70",,,,,"38",,"FEW:02 55",,"6.21",,"130",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 051800Z 13013KT 9999 FEW055 21/06 Q1012 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T20:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","41","66",,,,,"40",,"FEW:02 45",,"6.21",,"120",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 051900Z 12012KT 9999 FEW045 19/05 Q1011 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T21:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","41","64",,,,,"43",,"FEW:02 40",,"6.21",,"VRB",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 052000Z 12012KT 090V150 9999 FEW040 18/05 Q1012 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T22:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","41","64",,,,,"43",,"FEW:02 40",,"6.21",,"VRB",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 052100Z 11012KT 080V150 9999 FEW040 18/05 Q1013 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-05T23:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","43","63",,,,,"49",,,,,,"120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 052200Z 12004KT CAVOK 17/06 Q1013 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T00:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","45","63",,,,,"52",,,,,,"130",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 052300Z 13008KT CAVOK 17/07 Q1012 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T01:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","46","61",,,,,"59",,,,,,"130",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 060000Z 13008KT CAVOK 16/08 Q1012 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T02:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","46","61",,,,,"59",,,,,,"140",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 060100Z 14008KT CAVOK 16/08 Q1012 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T03:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","46","59",,,,,"63",,,,,,"VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 060200Z 14004KT 110V170 CAVOK 15/08 Q1011 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T04:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","46","61",,,,,"59",,,,,,"VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 060300Z 13003KT 080V150 CAVOK 16/08 Q1011 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T05:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","46","57",,,,,"67",,"FEW:02 30",,"6.21",,"100",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 060400Z 10004KT 9999 FEW030 14/08 Q1010 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T06:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","46","57",,,,,"67",,"FEW:02 30",,"6.21",,"100",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 060500Z 10004KT 9999 FEW030 14/08 Q1010 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T07:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","45","52",,,,,"77",,"SCT:04 50",,"6.21",,"030",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 060600Z 03006KT 9999 SCT050 11/07 Q1010 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T08:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","46","54",,,,,"77",,,,,,"060",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 060700Z 06005KT CAVOK 12/08 Q1011 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-04-06T09:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","50","59",,,,,"72",,,,,,"100",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 060800Z 10004KT CAVOK 15/10 Q1011 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
